,name,address,postal_code,stars,crunchy,morning,fishy,nightlife,hearty,meaty,homey,fresh,flavorful,categories,top_10_words
248,Keshet Kitchen,705 E Passyunk Ave,19147.0,4.5,0.2578851054201461,0.4357377285907744,0.1559858328914075,0.6533109091680603,0.242416727349031,0.5627090354614371,0.2907845303870982,0.3075325392303882,0.8263313406624646,Restaurants|Desserts|Comfort Food|Food|Middle Eastern,shawarma; wings; breast; brussel; potatos; sprouts; carrots; pomegranate; falafel; maple
249,KASUMI SUSHI,2201 Penrose Ave Ste3,19145.0,4.0,0.185860021348587,0.1502378988991783,0.909435791364936,0.1476531876266016,0.3565592130264994,0.6724856097453032,0.5189060368208577,0.4519296815466132,0.5682213285294564,Restaurants|Japanese|Sushi Bars,sushi; roll; rolls; tempura; spicy; ramen; tuna; seaweed; eel; sashimi
250,Zaika,2481 Grant Ave,19114.0,4.0,0.1471811555247598,0.2845954531893008,0.0241508595535287,0.4471660507911549,0.2569191984053929,0.5119846229811877,0.2657803260623391,0.3679246394403216,0.9048716138782484,Halal|Pakistani|Restaurants|Indian,naan; indian; tikka; masala; biryani; lamb; samosa; paneer; samosas; korma
251,Qdoba Mexican Grill,1900 Chestnut St,19103.0,3.0,0.2216563118134688,0.5468638815996956,0.2249043702198765,0.6804026000907415,0.6387022830624406,0.5232499852210171,0.6201410247138136,0.5449342344183068,0.4470667411828941,Restaurants|Mexican,qdoba; burrito; chipotle; fast; burritos; tortilla; naked; queso; tacos; calories
252,Auntie Anne's,1625 Chestnut St,19103.0,2.5,0.2414505599359663,0.5749657552717266,0.2779054339548236,0.4784658552951618,0.2667921450945489,0.4993880821826004,0.4124538425311131,0.3327346824330401,0.3891064631402853,Pretzels|Food,auntie; pretzel; pretzels; cinnamon; almond; 30th; sugar; lemonade; line; cashier
253,HipCityVeg - University City,214 S 40th St,19104.0,4.0,0.2088004557230733,0.5708387405782289,0.1915139150692968,0.4974892553825916,0.2256378931982701,0.6999223198056724,0.422825134219761,0.6926100207851811,0.7580117040842084,Sandwiches|Food|Burgers|Restaurants|Vegan|Desserts,vegan; fries; ranch; burger; potato; udon; salad; sandwich; hip; crispy
254,Philadelphia Cricket Club,415 W Willow Grove Ave,19118.0,4.0,0.1690436002405367,0.5146971498054886,0.3153100579393439,0.4344393033306098,0.3237217466469873,0.4518906399828306,0.2114809066193528,0.3257648341150862,0.345317638772743,Venues & Event Spaces|Restaurants|Active Life|Event Planning & Services|Sports Clubs|Beaches|Tennis|Swimming Pools|Golf,club; reception; wedding; golf; activities; event; beautiful; pool; hill; venue
255,Goldie,3401 Walnut St,19104.0,4.5,0.2114851494354851,0.6294161785628138,0.2205135675674444,0.3890841093448205,0.2596399554625911,0.6053774593148619,0.3654806157957642,0.6103327286467491,0.6769835023434906,Mediterranean|Falafel|Restaurants|Fast Food,falafel; shake; tahini; shakes; pita; fries; harissa; turkish; falafels; sandwich
256,Buena Onda,1901 Callowhill St,19130.0,4.0,0.1884903624113258,0.4918899166957922,0.2235930519245019,0.8242246653210399,0.926488210737215,0.5118337781802172,0.7090080833200632,0.5389508379692971,0.419359952367972,Tacos|Restaurants|Mexican,tacos; mahi; taco; fish; shrimp; nachos; carne; margaritas; carnitas; garces
257,Vientiane Bistro,2537 Kensington Ave,19125.0,4.5,0.1371978400224902,0.2219784948651414,0.0769103241891402,0.4483004271166879,0.2387095639721332,0.3315071506854261,0.3172393749492414,0.7629005254442155,0.7446376479357915,Vegan|Restaurants|Laotian|Asian Fusion|Thai|Cafes,thai; curry; pad; kensington; rice; bistro; sticky; papaya; soup; tamarind
258,Izzy's 33,1703 S 9th St,19148.0,4.5,0.1310279466042583,0.6738865258374903,0.2069019916424012,0.1737293653497436,0.3707202669987605,0.5122737534812221,0.6928583641403991,0.4316490745996482,0.5737339092968541,Mexican|Restaurants|Cafes|Breakfast & Brunch|Italian,brunch; breakfast; toast; huevos; horchata; french; eggs; patio; mexican; panini
259,Joe's Steaks + Soda Shop,6030 Torresdale Ave,19135.0,4.5,0.2964780616931013,0.6301585516002545,0.2680875734995555,0.5663986664261348,0.1803902864761636,0.8842690796128012,0.4476787466633281,0.6018283664052589,0.3828392371137898,Sandwiches|Restaurants|Cheesesteaks,cheesesteak; joe; steak; cheesesteaks; steaks; fries; milkshakes; whiz; milkshake; onions
260,Ava Restaurant,518 S Third St,19147.0,3.5,0.1845173434073806,0.4132658495729269,0.1989484024495101,0.3634408689092456,0.3308646474903818,0.5304575074009726,0.1690408617216862,0.4387099725261458,0.3958240988825503,Restaurants|American (New)|Italian,bruschetta; rabe; tagliatelle; pasta; byo; ragu; rabbit; bread; polenta; south
261,Walnut Street Pizza,200 S Broad St,19102.0,2.5,0.7429363478480987,0.4538316800104802,0.3049868953827059,0.3756636290640386,0.3430773495102645,0.3821990560499667,0.3317026577667397,0.4803628562432356,0.460385361151252,Pizza|Caterers|Italian|Gluten-Free|Event Planning & Services|Restaurants,pizza; pie; court; pies; walnut; display; crust; burnt; foccacia; sale
262,Amici's Deli,2355 S Woodstock St,19145.0,3.0,0.3187006797682605,0.540250239716613,0.2229032269833416,0.5069498659693452,0.2099094355986138,0.6126108321826098,0.5542670043281702,0.2784397903327232,0.3837755551772516,Restaurants|Delis|Italian,delivery; cutlets; bacon; cutlet; airport; breakfast; 00; delivered; says; notices
263,Khmer Kitchen,1700 S 6th St,19148.0,4.5,0.0793784148441519,0.2447817322920538,0.0538350322789052,0.34029538985732,0.2929355670982294,0.4731687058906666,0.3291435199214403,0.6502849994633416,0.5934503471820884,Restaurants|Cambodian,papaya; dish; curry; dishes; mussels; pork; kitchen; family; beef; cha
264,Yellow Bicycle Canteen,930 Locust St,19107.0,5.0,0.2148372670190869,0.6791049510271,0.2445892588100169,0.406299234007147,0.37466021541324,0.534657044390482,0.3553743011457229,0.7196048742174674,0.5652959950040602,Caterers|Event Planning & Services|Cafes|Vegetarian|Restaurants|Sandwiches,burrito; sandwich; vegan; vegetarian; cuz; locust; app; beets; recently; yummy
265,Suraya,1528 Frankford Ave,19125.0,4.5,0.0473872067261707,0.4156191490112405,0.1402806328266908,0.1995845760015989,0.3339446371369828,0.4891788316408565,0.3125057277804448,0.545867815582046,0.6357635904286622,Active Life|Beer Gardens|Grocery|Middle Eastern|Specialty Food|American (New)|Parks|Cafes|Food|Nightlife|Restaurants|Coffee & Tea|Lebanese,hummus; pita; baba; lamb; ganoush; brunch; kebab; chai; beautiful; dinner
266,Mel's Kitchen,5001 Umbria St,19128.0,4.5,0.1689554535452099,0.8094680635656518,0.2204986135395706,0.1725097251633156,0.2107432950815269,0.6345444348763851,0.9465638085650344,0.5446071883715549,0.4910425799838003,Sandwiches|Soup|Cheesesteaks|Event Planning & Services|Breakfast & Brunch|Restaurants|Caterers,breakfast; toast; eggs; manayunk; french; pancakes; sandwich; bacon; coffee; omelette
267,Pearl of East,2049 W Oregon Ave,19145.0,3.0,0.3008832059976616,0.3329657493000207,0.1790714666560025,0.6920012245467292,0.0897380739986851,0.3848315091394536,0.7187847306434406,0.3491343475526866,0.3040914113023703,Restaurants,chinese; credit; wings; pineapple; delivery; china; pearl; house; mein; rotten
268,Philly Fusion & Grill Chicken Bowl,2000 Hamilton St Ste 104,19130.0,4.0,0.1999840886602761,0.4530575866057004,0.1639046843668814,0.5407871410385432,0.2153391790174522,0.5067626268876223,0.4756929244437679,0.4946779131708368,0.6766090025481092,Restaurants|American (Traditional),korean; fairmount; fusion; wings; bulgogi; bowl; owner; fried; breakfast; specials
269,Ramada Philadelphia Northeast,11580 Roosevelt Blvd,19116.0,1.5,0.2532918333783238,0.5644639904376151,0.3481918043221221,0.5377282161743264,0.2838215508062074,0.4274488121496021,0.3149632539748363,0.2297308706705102,0.285570584210498,Event Planning & Services|Restaurants|Hotels|Hotels & Travel,hotel; room; rooms; stains; desk; bed; ct; spider; pics; sheets
270,Lloyd Whiskey Bar,529 E Girard Ave,19125.0,4.0,0.0839702094298728,0.5173638967005598,0.3402068481098393,0.5965606594208034,0.2159233143963399,0.5040053984372258,0.4851511431617131,0.5783646659541573,0.6447811912850149,Nightlife|Restaurants|Wine Bars|Cocktail Bars|Gastropubs|Bars|American (New)|Lounges,whiskey; deviled; bar; cocktails; burger; eggs; drinks; brunch; fishtown; fried
271,Smiley's Cafe,4251 Main St,19127.0,4.5,0.1883764493368562,0.5042967465268784,0.1253819873694511,0.3657144998610594,0.268563816793534,0.589341318511404,0.343777276821482,0.551096176712769,0.6807785369906908,Juice Bars & Smoothies|Food|Mediterranean|Greek|Restaurants|Sandwiches,smiley; gyro; falafel; pita; hummus; manayunk; greek; shawarma; platter; smoothie
272,Il Tartufo,4341 Main St,19127.0,3.0,0.0834571710348493,0.3188610001015766,0.1599040900693456,0.1965564915958692,0.3176877289510622,0.5669755438155358,0.2836938492251763,0.4212888963042717,0.2652799709976758,Italian|Restaurants,il; gnocchi; wine; manayunk; pasta; italian; table; waitress; bread; mozzarella
273,Park Manor Deli,240 W Chelten Ave,19144.0,2.5,0.2708544639046296,0.6281590290059865,0.2862105443871182,0.5655562237874421,0.17478100322351,0.6168996596817589,0.5169120615874115,0.4636276814902679,0.2202655110369074,Delis|Cheesesteaks|Restaurants|Sandwiches,lottery; cheesesteaks; transaction; breakfast; tickets; store; boss; deli; wears; pack
274,iPho Vietnamese Restaurant,1921 Fairmount Ave,19130.0,3.5,0.1150784343143553,0.2976670441430677,0.1418834249259223,0.3597843051744806,0.214694397823953,0.4695712984830962,0.5796322091459961,0.6616753547354706,0.4933568190059927,Vietnamese|Restaurants,pho; broth; vietnamese; fairmount; rolls; mi; spring; pork; washington; noodles
275,Happy Joy Family Restaurant,1328 W Girard Ave,19123.0,4.5,0.2190570480828136,0.7692059799983245,0.2402310474008262,0.2789177816503996,0.2198132622261571,0.5574181045804439,0.7773734585682874,0.4340642542750434,0.5357738396811451,Breakfast & Brunch|American (Traditional)|Restaurants,breakfast; joy; waffles; pancakes; eggs; coffee; cheesesteaks; grits; bacon; turkey
276,Tasties,1212 N 52nd St,19144.0,2.5,0.1911044498029696,0.3764790852968691,0.1596933085610119,0.5498545589334348,0.1427321367014017,0.6975059851083926,0.6036817906021168,0.0129122680782817,0.5558875259278157,Food|Imported Food|Food Trucks|Desserts|Seafood|Steakhouses|Ethnic Food|Sandwiches|Soul Food|Specialty Food|Restaurants,mac; yams; wings; soul; platter; greens; shrimp; salmon; alfredo; pasta
277,The Original Hot Dog Factory,125 N 15th St,19102.0,3.5,0.2898581525026518,0.5853034190250658,0.2936262562191923,0.6052780033138544,0.2536103657804869,0.5792805889410853,0.3682761374530742,0.3853220548846228,0.558347396151831,Hot Dogs|Restaurants,dog; dogs; fries; factory; hotdog; burger; mustard; bun; burnt; combo
278,Misconduct Tavern,1801 John F Kennedy Blvd,19103.0,3.0,0.0825380065744124,0.5373969717900976,0.4657235352683567,0.8035654519592017,0.1329786590588233,0.5259055533807233,0.5461503086097491,0.5596717445190625,0.6381425472468943,Bars|American (New)|Nightlife|Restaurants,bar; beer; mac; burger; fries; game; sliders; drinks; tavern; hour
279,Mediterra Grill,2119 N 63rd St,19151.0,3.5,0.3840575891135409,0.4328204267472031,0.1473068303933876,0.5221606352582688,0.1996574734996,0.6906793385442045,0.4611868784437659,0.4406343537805436,0.5845080985364385,Restaurants|American (New)|Salad|Sandwiches|Mediterranean,hummus; shawarma; falafel; delivery; platter; eastern; kabob; fries; lamb; pizza
280,The Boilermaker,216 S 11th St,19107.0,4.0,0.1202833520604694,0.5914248520007391,0.5530250837733474,0.8602755119944887,0.2068726791809794,0.342203288937987,0.283260672891355,0.7006185301128435,0.5580551384165573,Bars|Food|American (New)|Restaurants|Nightlife|Beer|Wine & Spirits,beer; cabinet; bar; beers; farmer; candles; upstairs; bartender; wax; list
281,Michelfelder's Deli,901 Market St,19107.0,4.5,0.2893031764932037,0.6566725596345659,0.3053975714520944,0.4760503900724628,0.2466201408844187,0.728621670974745,0.1547464908369447,0.7560854988695572,0.2221046421846232,Delis|Sandwiches|Restaurants|Salad,gallery; hoagie; jewish; salads; sandwiches; corned; beef; hoagies; deli; roll
282,Giovani Pizza,1515 Chestnut St,19102.0,3.5,0.9041876002017576,0.4142296193597684,0.2833612624028029,0.3766921641632146,0.3273029618479748,0.4259109674113873,0.3863730057985139,0.6176113991013162,0.5355859679615871,Burgers|Salad|Pizza|Restaurants,pizza; slice; slices; crust; dough; pie; delivery; parm; buffalo; spinach
283,So Korean Grill,6201 N Front St Ste 120,19120.0,4.5,0.1370322171655269,0.3729095070488971,0.164679645838888,0.4563113167180327,0.291960513783232,0.4573950462309604,0.2828946477058088,0.6172489504542591,0.5222675935571693,Korean|Barbeque|Restaurants,korean; bbq; grill; pork; meats; set; kimchi; belly; dishes; beef
284,Marathon,10th and Walnut St,19107.0,3.5,0.0580647752272601,0.5174031370474351,0.2199223782801344,0.2928507143563487,0.1952359236361523,0.6555342950477772,0.8051258338769718,0.5258459532780465,0.5862022593363195,Sandwiches|American (New)|Restaurants,marathon; brunch; burger; salad; breakfast; salmon; fries; grill; server; table
285,Oteri's Italian Bakery | North 5th St,4919 N 5th St,19120.0,2.5,0.2642632577994531,0.5902752575440684,0.2932463996074469,0.4517064805114428,0.3103003634190012,0.4351965399097863,0.1683169412901723,0.136051309114398,0.2427975535618846,Restaurants|Shopping|Jewelry|Event Planning & Services|Desserts|Bakeries|Caterers|Food,cake; bakery; cakes; pies; birthday; icing; cupcakes; rum; sugar; apple
286,Los Jimenez,2654 S 6th St,19148.0,4.5,0.1975166388180944,0.5013074832105552,0.1815568135974327,0.7259902442310173,0.8871532000890777,0.5524871738393059,0.6039280738488075,0.5586182136601928,0.407793565378428,Restaurants|Mexican,tacos; pastor; al; chef; mexican; quesadilla; chips; tiramisu; cucumber; guacamole
287,Prohibition Taproom,501 N 13th St,19123.0,4.0,0.0642614338732667,0.5681865752865773,0.4647658382696309,0.8076869141751358,0.1626202454684496,0.4683797721609888,0.4729330954589608,0.7746962971153718,0.7014231945217125,American (Traditional)|Bars|Nightlife|Restaurants|Beer Bar|Gastropubs|Breakfast & Brunch|Tapas/Small Plates,prohibition; beer; bar; taproom; beers; burger; selection; beans; tap; fries
288,P & S Ravioli,1640 S 10th St,19148.0,4.5,0.2870875522254665,0.5573742803215148,0.2631331325669276,0.4784006080403892,0.3047363654514263,0.5709857509059438,0.1414394947099469,0.4096341900088108,0.2853096864758733,Food|Do-It-Yourself Food|Restaurants|Italian,ravioli; raviolis; italian; frozen; pasta; supermarket; bread; miserable; northeast; avenue
289,Cafe Square One,50 S 3rd St,19106.0,4.5,0.167203273340694,0.7625897348467975,0.2493349543899734,0.113501016948847,0.2584155247107337,0.5748745130786795,0.7234320346091759,0.7350506394864198,0.6937854105463266,Food|Coffee & Tea|Cafes|Salad|Sandwiches|Sushi Bars|Restaurants|Breakfast & Brunch,breakfast; cafe; coffee; salad; sandwich; panini; sandwiches; avocado; wrap; smoothie
290,Bai Wei,1038 Race St,19107.0,4.0,0.1013912740204403,0.1741297897440085,0.0837873684707388,0.4575754654417981,0.1740403036084453,0.2799536519606139,0.5347209618950653,0.7353242963539305,0.3611063139559901,Chinese|Food|Bubble Tea|Restaurants|Dim Sum|Szechuan,dumplings; soup; venmo; chinese; pork; chinatown; pot; dishes; rice; fried
291,Earl of Sandwich,8500 Essington Ave Terminal D Philadelphia International Airport,19153.0,3.5,0.2483095833046861,0.7356848041012828,0.2224067627341127,0.430602402120113,0.1774882336431009,0.8232394356427315,0.4061880934500004,0.7654445258897978,0.3989947696028352,Restaurants|Sandwiches|Wraps|Salad,earl; airport; sandwich; vegas; terminal; sandwiches; flight; las; bread; jerk
292,The Fat Ham,3131 Walnut St,19104.0,4.0,0.1082531891310892,0.3518163984787096,0.1184234947089801,0.4681800238180139,0.2461103224841208,0.5780169188954899,0.352316310034328,0.5047112735302394,0.6692641652001171,Southern|Tapas/Small Plates|Restaurants,ham; grits; southern; oyster; sliders; fat; mac; cornbread; greens; collard
293,Termini Bros Bakery,12th St & Filbert St,19107.0,4.0,0.2058839456327443,0.6407255273438547,0.2528627584218895,0.3075601586462782,0.3377919609090533,0.420741958290833,0.1568642863615367,0.3562217657513347,0.2924629745536181,Food|Restaurants|Bakeries,cannoli; cannolis; bakery; cake; chocolate; bros; ricotta; cookies; pastries; cakes
294,Jeisy Grilled Chicken,5701 Germantown Ave,19144.0,4.0,0.2128441792942696,0.4358547655429312,0.1640455015035083,0.5026855533885335,0.3020057923448888,0.4888095877171924,0.3176685704885666,0.4018065904429819,0.5979910385988038,Barbeque|Restaurants|American (Traditional),germantown; plantains; rice; bus; beans; stops; cold; business; improve; anchor
295,Green Basil Thai Kitchen,240 South St,19147.0,4.0,0.1939312544074412,0.2961067741100486,0.1697719345517434,0.4792453241445581,0.2661542515243552,0.3082642811103477,0.2133566519588902,0.6850414099463769,0.7011830697222322,Thai|Restaurants,thai; pad; basil; drunken; noodles; curry; green; papaya; soup; tom
296,Juniper Commons,521 S Broad St,19147.0,3.5,0.0737893998529795,0.4272134398627438,0.2492398342638092,0.3453597809295567,0.2686152847448655,0.5293197504159108,0.4049568533317201,0.4863668058833592,0.4743273279128055,American (Traditional)|Breakfast & Brunch|Restaurants|Diners,80s; gin; lobster; kevin; caesar; 80; coolers; salad; bar; cocktail
297,Park Salad Bar,708 Chestnut St,19106.0,3.5,0.2161111525958028,0.4808274537143714,0.3733993124392935,0.5988201405279137,0.1940406547317625,0.37832482745156,0.4312820987825936,0.5657672101703838,0.3076050421070622,Asian Fusion|Pizza|Salad|Restaurants|Chinese,salad; chinese; park; bar; buffet; variety; weight; options; canned; reopened
298,Asadero los tios,3087 Holme Ave,19136.0,4.5,0.223870801367832,0.5113683874986973,0.1801802138248803,0.7732634544405067,0.8885830313529082,0.5373447580127408,0.6260747828803572,0.5772866906823614,0.3919090335204658,Dominican|Caribbean|Mexican|Restaurants,tacos; churros; pastor; flan; taco; authentic; mexican; el; coca; northeast
299,Fresh Gulf Seafood,2528 S 24th St,19145.0,4.0,0.2042345807140419,0.4471276514697916,0.2405463577842669,0.5140457987584387,0.2517161872102282,0.5685174549719076,0.3143797144540657,0.3011856855043471,0.3507818347898461,Seafood|Restaurants|Distilleries|Farmers Market|Food,seafood; shrimp; fish; steamed; crab; platter; crabs; fried; legs; steam
300,Zio Pizza Palace & Grill,157 N 9th St,19107.0,4.0,0.8800156911620102,0.3917309554042527,0.2401706496515744,0.4189556241726745,0.2745249648445775,0.50921749216589,0.4772233055959844,0.5697539325867547,0.5870034130234194,Fast Food|Italian|Vegetarian|Burgers|Vegan|Restaurants|Pizza|Chicken Wings,pizza; cheesesteak; knots; slices; delivery; fries; slice; wings; crust; palace
301,Authentic LanZhou Handpulled Noodles,935 Arch St,19107.0,3.5,0.1738781749022347,0.2965464119606179,0.1338596995628126,0.53887095274777,0.1524810130101808,0.2607360739896756,0.5078621808163019,0.7633325958160235,0.2723452959846134,Noodles|Restaurants,noodle; noodles; dumplings; soup; chinese; chinatown; congee; msg; hamburger; beef
302,Ralphs Italian Restaurant,760 S 9th St,19147.0,3.5,0.140837483797769,0.3531879791422461,0.1329588658778235,0.2476701859347741,0.3161806705421905,0.5861867076249417,0.1424003777069895,0.4850995352546583,0.1846971892855334,Restaurants|Italian,ralph; italian; veal; parm; oldest; pasta; meatballs; bread; spaghetti; mussels
303,Cucina Zapata,S 31st & Ludlow St,19104.0,4.5,0.2053664967266413,0.4972781601513518,0.1707283731932319,0.7136550182407984,0.6891682555664639,0.5136188118142326,0.5191241133372756,0.5547933739782276,0.669986057307455,Thai|Food Stands|Restaurants|Mexican,truck; burrito; tacos; tilapia; katsu; crunch; satay; thai; drexel; cap
304,Sky Cafe,1540 W Ritner St,19145.0,4.5,0.088959963095959,0.2441359621423982,0.010302828198283,0.4023266935307094,0.2168116838283128,0.3688692408905799,0.4553804298535737,0.7584651586473214,0.7044688010468719,Indonesian|Restaurants,sky; satay; cafe; rice; noodles; fried; noodle; spicy; dish; dishes
305,Valerio Coffee Roasters,4373 Main St,19127.0,4.0,0.1974535396876277,0.9191923344885692,0.3188391036682849,0.1205886117149728,0.2866795538223377,0.1589302242408589,0.6098607514290508,0.3984192460065094,0.62311285673904,Coffee & Tea|Bagels|Food|Breakfast & Brunch|Restaurants,coffee; bagel; manayunk; latte; quiche; space; chai; bagels; bald; breakfast
306,In the Valley,1615 E Passyunk Ave,19148.0,4.0,0.043205095894566,0.402339561029629,0.3273996437722475,0.5252350884866378,0.3074611931652039,0.3695416731930074,0.3079683668732003,0.5654671677141249,0.4626528901838398,Nightlife|Restaurants|Wine Bars|Bars|Tapas/Small Plates|Cocktail Bars|American (New),cocktails; bar; drinks; trout; biscuit; cocktail; puffed; gnocchi; schnitzel; liver
307,Bridgewater's Pub,30th Street Station,19104.0,3.5,0.1720567011899782,0.57355435288959,0.4357409467402344,0.7436010250196533,0.226586122678575,0.4395824546403037,0.3502189234292476,0.5939617500665079,0.5282131611498831,American (New)|Bars|Restaurants|Nightlife,train; station; beer; 30th; pub; bar; selection; beers; german; bartender
308,Terron,3426 Conrad St,19129.0,4.5,0.202891402757568,0.5200798840301344,0.1628140128396475,0.4716786640517136,0.382304246710042,0.6186734174620125,0.4087370044595215,0.6609316512316243,0.6717475801112891,Vegetarian|Restaurants|Food|Mexican|Vegan|Tacos|Desserts|Juice Bars & Smoothies,vegan; seitan; wedges; tacos; mi; mac; cheesesteak; meatball; pho; flatbread
309,Independence Brew Pub,1150 Filbert St,19107.0,4.5,0.1916148350404132,0.5752328942926251,0.5295732945103686,0.8635161489419403,0.2286735583348533,0.3118706576635457,0.2427244704299315,0.5121976508211475,0.4933324801114437,Food|Restaurants|Breweries|Bars|Nightlife,bar; brew; stout; beer; pub; hour; independence; oatmeal; longest; hops
310,El Guero  Mexican Food Truck,1256 W Montgomery Ave,19122.0,5.0,0.2593997944890374,0.5770942553694103,0.2572091639970201,0.772431121626121,0.8548528063077552,0.5030155102708302,0.4777149837639411,0.4330587148153618,0.3937258933582681,Restaurants|Mexican,mexican; el; truck; tacos; comida; torta; burrito; chipotle; burritos; en
311,Village Burger,401 S Columbus Blvd,19106.0,1.5,0.2706087780960038,0.6015626305707235,0.340169261582442,0.7099393508174667,0.2037833298019903,0.6863611917456423,0.4581889380384615,0.3118169365191513,0.6719892059481267,Restaurants|Burgers|Food|Food Trucks,burger; harbor; fries; spruce; burgers; truck; park; impossible; village; garces
312,Shing Kee,600 Washington Ave Ste 18 A,19147.0,4.0,0.1111166355481416,0.1443344612002565,0.0193923154192831,0.5124428361667839,0.1342096212324304,0.3097182168714851,0.5673607803919233,0.6975322232183356,0.3796885458570121,Noodles|Chinese|Restaurants|Soup,chinese; kee; soup; chinatown; cantonese; fried; noodle; rice; pork; dishes
313,DK Sushi,3401 Walnut St,19104.0,3.5,0.1868484768415227,0.1583945251186747,0.8929052020098782,0.1988531210215744,0.3856864444423725,0.6438073514186066,0.4630256898495477,0.4546106331624844,0.6255402970284915,Sushi Bars|Japanese|Restaurants,sushi; knot; rice; salmon; roll; box; double; chef; bowls; wasabi
314,The Post,129 S 30th St,19104.0,4.0,0.1838881518907959,0.5840202899535282,0.4609931906317048,0.8020029321073403,0.2400372954449439,0.3728517008357622,0.3359541178258791,0.4433069910555038,0.5385996813209268,Bars|Nightlife|Arts & Entertainment|Restaurants|Arcades|Beer Bar|Cocktail Bars|Burgers|Chicken Wings,games; bar; sliders; post; danny; fun; shuffle; board; basketball; wings
315,Pizza Wings Steaks,3235 Powelton Ave,19104.0,3.0,0.8177087293996222,0.4326566370513824,0.2627843372283419,0.4947625076806305,0.2604050082896157,0.4989877322810493,0.4945444942126107,0.4930519800051471,0.6388101281738771,Chicken Wings|Pizza|Restaurants|Steakhouses|Sandwiches|Vegan|Vegetarian,pizza; wings; daddy; vegan; village; fries; breaded; steaks; drexel; crust
316,Fortune Chinese Restaurant,1828 S St,19146.0,3.5,0.2215567735558485,0.1564637265618382,0.0557321435074716,0.6548499592769037,0.0254360330837771,0.2477319010126104,0.8466526548377713,0.6291788312931154,0.2241326500362219,Chinese|Restaurants,chinese; delivery; tso; fortune; mein; rice; general; shrimp; broccoli; dumplings
317,Uptown Grill Breakfast,38 S 60th St,19139.0,4.0,0.2267412088716521,0.7175074881596948,0.2654188039910041,0.3737478088241031,0.2294935112703992,0.5967865059672669,0.6762028511543375,0.4118656088593552,0.4604623734474399,Restaurants|American (New),breakfast; fries; bacon; server; eggs; scrambled; seat; okay; silverware; egg
318,Pita Pocket Falafel & Grille,218 S 16th St,19102.0,4.0,0.2446103086335214,0.5877154350956724,0.3618480512604761,0.6366474449170467,0.2643607905796546,0.4590189547245302,0.2573048958590084,0.4637367058035259,0.5301777140533553,Falafel|Restaurants|Mediterranean|Greek,shawarma; falafel; kabobs; fixings; platter; shish; falafels; bar; bald; receives
319,New Napoli Famous Pizza,911 Tyson Ave,19111.0,2.0,0.3964900620156548,0.5437719473896192,0.3126326143435264,0.5346432340294063,0.2739224662417771,0.5419283505369278,0.3346699827817564,0.3384416800153877,0.3655955011881081,Pizza|Restaurants,yr; 50; cash; additional; ain; meatballs; card; steaks; total; minimum
320,Mr Bravo Pizza & Grill,2310 Cecil B Moore Ave,19121.0,2.5,0.3933309618032629,0.4994584943349125,0.2531784644992566,0.5686510553896995,0.2320585662260132,0.5795575484488977,0.4409603733173045,0.3358163659999972,0.3466823320673659,American (New)|American (Traditional)|Pizza|Restaurants,delivery; hub; called; steaks; grilled; hilariously; horrible; grub; nonchalant; fro
321,JD's Soul Food Kitchen,4056 Lancaster Ave,19104.0,3.0,0.2413491724823464,0.4359502433260838,0.1640447224922654,0.6258911498664685,0.1896659758477048,0.627486398958078,0.443553932518281,0.1391198495800414,0.6304115537634704,Chicken Wings|American (Traditional)|Barbeque|Soul Food|Restaurants,mac; waffles; rice; yams; oxtails; whiting; mask; sides; greens; belgian
322,Non Stop Pizza & Grille,6601 Hegerman St,19135.0,3.5,0.8177845256858046,0.4471034345546539,0.3033105122808319,0.4482773049461676,0.3117657172447477,0.405905323511897,0.4276991914593143,0.4108542440577334,0.4501168550140563,Restaurants|Pizza,pizza; crust; slice; delivery; driver; help; grade; sodas; shop; says
323,Frank's Spaghetti House,7602 Castor Ave,19152.0,3.5,0.1702464469763842,0.3699836952472282,0.1619162506351974,0.3533806466217725,0.260762867217105,0.5591228894030428,0.3276588536783617,0.3774834433053687,0.2704506060948379,Italian|Restaurants|Bars|Wine Bars|American (New)|Nightlife,franks; frank; pasta; italian; parm; spaghetti; northeast; garlic; waitress; soup
324,O blue café,400 Fairmount Ave,19123.0,5.0,0.2342506181006273,0.8132978024444609,0.282393377912351,0.2807064359905534,0.294925870482042,0.4248927605235489,0.4425847619490437,0.518856309099582,0.5600312242352423,Restaurants|Cafes,moroccan; cafe; blue; smoothies; paninis; breakfast; fairmount; coffee; liberties; egg
325,Sbarro,1455 Franklin Mills Cir,19154.0,3.5,0.728774534348847,0.4864550754694658,0.2794823983128162,0.3073977975708909,0.3108496634337619,0.4373954775783044,0.4632701553262534,0.5140202691930984,0.4731205577441366,Pizza|Restaurants,pizza; airport; flight; slices; mall; pepperoni; layover; slice; breakfast; ziti
326,Allegro Pizza,3942 Spruce St,19104.0,3.0,0.8708259162396429,0.4115651315734704,0.3015947526775717,0.4651632964463951,0.261931792304529,0.424350119362498,0.520853030272733,0.5628695085946992,0.5313907661334906,Sandwiches|Restaurants|Pizza|American (Traditional)|Italian,pizza; delivery; beer; penn; campus; university; college; slices; pie; drunk
